ID,real,pred
27,0,0.5557019114494324
27,0,0.4922797381877899
27,0,0.20715947449207306
27,0,0.5202196836471558
27,0,0.7148361802101135
27,0,0.84663987159729
27,0,0.9869660139083862
27,0,0.1760929524898529
27,0,0.6313645243644714
27,0,0.7893733382225037
27,0,0.007758075371384621
27,0,0.9314494729042053
27,0,0.0001230271882377565
27,0,0.7026931047439575
27,0,2.9331167752388865e-05
27,0,0.03750813752412796
27,0,0.6598922610282898
27,0,0.03807581216096878
27,0,0.07932135462760925
27,0,3.0099287320374535e-13
27,0,0.004365595523267984
27,0,0.10339219123125076
27,0,0.2838977873325348
27,0,0.9578483700752258
27,0,0.5537959337234497
27,0,1.862568751676008e-05
27,0,0.2983652353286743
27,0,0.8830319046974182
27,0,4.3531611026992323e-07
27,0,0.8705936670303345
27,0,0.992258608341217
27,0,0.0006021709996275604
27,0,0.8210899233818054
27,0,0.15055297315120697
27,0,0.7908884882926941
27,0,2.345563032690734e-08
27,0,4.151470784563571e-05
27,0,0.8484218120574951
27,0,0.6557878255844116
27,0,3.606718382798135e-05
27,0,0.8646852374076843
27,0,1.390086551359453e-20
27,0,0.5997574329376221
27,0,0.062445174902677536
27,0,0.41669031977653503
27,0,0.0011276905424892902
27,0,0.03783701732754707
27,0,0.0016150007722899318
27,0,0.8824746608734131
27,0,0.4412219226360321
27,0,0.7848200798034668
27,0,1.1691580863171236e-12
27,0,0.3051844835281372
27,0,0.46382105350494385
27,0,0.6748653650283813
27,0,0.759128212928772
14,0,0.04422181099653244
14,0,0.5373684167861938
14,0,0.008335755206644535
14,0,0.853569507598877
14,0,0.07734297960996628
14,0,0.32281896471977234
14,0,9.944172052200884e-05
14,0,0.003771566553041339
14,0,0.8009361028671265
14,0,0.02805653214454651
14,0,0.18380363285541534
14,0,0.0007901403587311506
14,0,0.022904280573129654
14,0,0.00567959388718009
14,0,0.015708014369010925
14,0,0.30645084381103516
14,0,0.07136107981204987
14,0,0.003005220089107752
14,0,0.8592635989189148
14,0,0.9721451997756958
14,0,7.746622827653482e-07
14,0,0.007586264982819557
14,0,6.155737355584279e-05
14,0,0.042216476052999496
14,0,8.473456546198577e-05
14,0,0.021471062675118446
14,0,0.6448307037353516
14,0,0.6574839949607849
14,0,0.0001548730506328866
14,0,0.000546292110811919
14,0,0.27908945083618164
14,0,0.05998951941728592
14,0,0.0003246834094170481
14,0,0.17285656929016113
14,0,0.22527749836444855
14,0,0.06832600384950638
14,0,0.6822161078453064
14,0,0.018240800127387047
14,0,0.9165219068527222
14,0,0.0016463802894577384
14,0,5.0079396629598705e-08
14,0,0.2576964795589447
14,0,0.1783578246831894
14,0,0.32544100284576416
14,0,0.1502651572227478
14,0,0.8860124349594116
14,0,0.052340928465127945
14,0,0.005986603442579508
14,0,0.9250653982162476
14,0,0.0015902860322967172
14,0,0.24849103391170502
14,0,0.007533267606049776
14,0,0.9877001047134399
14,0,0.7860778570175171
14,0,0.3813726305961609
14,0,0.0013770203804597259
14,0,0.6601867079734802
33,1,0.6679044365882874
33,1,0.07932135462760925
33,1,0.005134128034114838
33,1,0.0005032535991631448
33,1,0.25079211592674255
33,1,0.0024820903781801462
33,1,0.6962047219276428
33,1,3.247676431783475e-06
33,1,0.8631464838981628
33,1,0.9878778457641602
33,1,0.8254400491714478
33,1,0.991931140422821
33,1,0.42062675952911377
33,1,0.32557570934295654
33,1,0.00039693433791399
33,1,0.25462546944618225
33,1,0.8010950684547424
33,1,7.222627573355567e-06
33,1,0.9235159754753113
33,1,0.16570574045181274
33,1,0.377252459526062
33,1,0.011659498326480389
33,1,0.011994590051472187
33,1,0.649756669998169
33,1,0.49532240629196167
33,1,0.3318139612674713
33,1,0.05707379803061485
33,1,0.8457890748977661
33,1,0.00018749648006632924
33,1,0.9717483520507812
33,1,0.9600392580032349
33,1,0.5147528052330017
33,1,0.00014853960601612926
33,1,0.3618803024291992
33,1,0.1751771718263626
33,1,0.14976702630519867
33,1,0.6937462687492371
33,1,0.8407054543495178
33,1,0.8750064373016357
33,1,0.01980312541127205
33,1,0.11015086621046066
56,0,0.33598044514656067
56,0,0.5241888761520386
56,0,0.7257353067398071
56,0,0.07354038208723068
56,0,0.00039274056325666606
56,0,4.532671482593287e-06
56,0,0.9709529280662537
56,0,1.8160757463192567e-05
56,0,0.26608023047447205
56,0,0.02056499570608139
56,0,0.6765114665031433
56,0,0.0003303693374618888
56,0,0.004784887656569481
56,0,0.3918134570121765
56,0,2.653623050719034e-05
56,0,0.8942664265632629
56,0,2.2013540990073466e-10
56,0,0.44288524985313416
56,0,0.9407839179039001
56,0,0.6341580152511597
56,0,0.6003965139389038
56,0,0.07220292091369629
56,0,0.2199057638645172
56,0,0.6456958651542664
56,0,0.009584520012140274
56,0,0.00023332575801759958
56,0,1.2350384116007612e-14
56,0,0.00031070795375853777
56,0,0.001640345435589552
56,0,0.0016176485223695636
56,0,0.0055500827729702
56,0,0.9213476777076721
56,0,2.979112095902181e-11
56,0,0.02481953240931034
56,0,0.11821161210536957
56,0,0.17991207540035248
56,0,0.0016009253449738026
110,0,0.003210716648027301
110,0,0.9985888600349426
110,0,0.553794801235199
110,0,0.9530954957008362
110,0,0.0037632768508046865
110,0,4.504498065216467e-06
110,0,0.012332005426287651
110,0,0.9794778823852539
110,0,0.17817163467407227
110,0,0.002118572359904647
110,0,0.9765323400497437
110,0,0.9504430890083313
110,0,0.0024557141587138176
110,0,0.6088466644287109
110,0,0.29835325479507446
110,0,0.0012025079922750592
110,0,0.16425125300884247
110,0,0.06745694577693939
110,0,0.01414734497666359
110,0,0.25041574239730835
110,0,0.7078201770782471
110,0,0.6992485523223877
110,0,0.8777441382408142
28,1,0.0009938196744769812
28,1,0.033028535544872284
28,1,0.0005142046720720828
28,1,0.9887006878852844
28,1,0.0007497043698094785
28,1,0.34889134764671326
28,1,0.2508428990840912
28,1,0.016304023563861847
28,1,0.8789945244789124
28,1,0.0008186330087482929
28,1,0.8757423162460327
28,1,0.2781595289707184
28,1,0.6929373145103455
28,1,0.07036279141902924
28,1,0.9457197785377502
28,1,0.0016973819583654404
28,1,0.8967676758766174
28,1,0.0003968091041315347
28,1,0.7134296298027039
28,1,0.8983187079429626
28,1,0.6537654995918274
28,1,0.00041473910096101463
28,1,0.9098806977272034
28,1,0.04942141845822334
28,1,0.38315635919570923
28,1,3.797143290285021e-05
28,1,0.7283555269241333
28,1,0.00014478449884336442
28,1,0.986234188079834
28,1,0.0597841739654541
28,1,0.2563530504703522
28,1,0.22127002477645874
28,1,0.2663143575191498
28,1,0.0008979602716863155
28,1,0.0005431765457615256
28,1,0.00012864498421549797
28,1,0.7559912800788879
28,1,0.30310118198394775
28,1,0.000735643261577934
28,1,0.026015615090727806
28,1,0.007038156036287546
28,1,0.0075171953067183495
28,1,0.00249444879591465
28,1,0.35205575823783875
28,1,0.0003790944174397737
28,1,0.7763324975967407
28,1,0.8458903431892395
28,1,0.00168450060300529
28,1,0.3022955358028412
28,1,0.03660593181848526
28,1,0.16494272649288177
28,1,1.6112138609969406e-06
28,1,0.0001243998558493331
28,1,0.013746792450547218
28,1,0.7445091605186462
28,1,0.035287439823150635
28,1,0.9981670379638672
119,0,1.324380946243764e-06
119,0,0.7912706136703491
119,0,1.5210230230877642e-07
119,0,0.0661887675523758
119,0,0.03907167539000511
119,0,0.06324127316474915
119,0,0.11272738128900528
119,0,0.42466163635253906
119,0,0.0009512582328170538
119,0,0.17950546741485596
119,0,0.00013231145567260683
119,0,0.13051298260688782
119,0,0.0020738206803798676
119,0,0.0018212897703051567
119,0,0.9540286660194397
119,0,0.14377757906913757
119,0,0.9073355197906494
119,0,0.0708174780011177
119,0,0.03253858536481857
119,0,0.5501279830932617
119,0,0.95753413438797
119,0,0.3780735433101654
119,0,0.04722189903259277
119,0,0.0007424791692756116
119,0,0.49233779311180115
119,0,0.00013069661508779973
119,0,0.8802958130836487
119,0,0.33681732416152954
119,0,2.1625579904593906e-07
119,0,0.1563728004693985
119,0,0.007271208800375462
119,0,0.09322254359722137
119,0,0.8478936553001404
119,0,0.20173434913158417
119,0,0.0015313471667468548
119,0,0.10638027638196945
119,0,0.024136925116181374
119,0,3.4885331388068153e-06
119,0,0.32909274101257324
119,0,0.0001703778689261526
119,0,0.5232287049293518
119,0,0.003744913497939706
119,0,0.5010621547698975
119,0,2.0427157686707387e-13
119,0,2.02474639081629e-05
119,0,0.7648130655288696
119,0,5.94650482526049e-05
119,0,0.11914116144180298
119,0,0.11964615434408188
36,0,0.6144498586654663
36,0,0.9916233420372009
36,0,0.011637287214398384
36,0,0.9897368550300598
36,0,0.010987316258251667
36,0,2.8756352548953146e-05
36,0,0.5159826874732971
36,0,0.21909278631210327
36,0,0.00016469646652694792
36,0,0.00032177535467781126
36,0,0.08521667122840881
36,0,0.2415866106748581
36,0,0.13239037990570068
36,0,0.36380890011787415
36,0,0.9433715343475342
36,0,0.30861902236938477
36,0,0.9576150178909302
36,0,3.014980843110693e-12
36,0,0.2961435914039612
36,0,0.5744107365608215
36,0,0.10860710591077805
36,0,0.0017324843211099505
36,0,0.4247678518295288
36,0,0.06311632692813873
36,0,0.10111561417579651
36,0,0.02899228036403656
36,0,0.04123176261782646
36,0,0.0006524212658405304
36,0,0.0016991054872050881
36,0,0.9373316168785095
36,0,0.12280315905809402
36,0,0.00029748358065262437
36,0,0.0772722139954567
36,0,0.07471629232168198
36,0,0.0005173266981728375
36,0,0.047425515949726105
36,0,0.026814941316843033
36,0,0.8897767663002014
36,0,0.000608166097663343
36,0,0.1407049298286438
36,0,0.9147027134895325
36,0,0.02009471319615841
36,0,0.964597225189209
36,0,0.033587221056222916
23,1,0.3730338513851166
23,1,0.9501473903656006
23,1,0.5423353910446167
23,1,0.23171229660511017
23,1,0.6012420058250427
23,1,9.977987065212801e-05
23,1,0.01430982444435358
23,1,0.0001820146426325664
23,1,0.2120971828699112
23,1,0.8686710596084595
23,1,0.001758099882863462
23,1,1.8754823031486012e-05
23,1,7.963047391967848e-05
23,1,0.0718567967414856
23,1,0.9458974003791809
23,1,0.45654553174972534
23,1,0.12650419771671295
23,1,0.2056708037853241
23,1,0.0035423957742750645
23,1,0.5231969356536865
23,1,0.25415360927581787
23,1,0.30248329043388367
23,1,4.5072212628838315e-10
23,1,0.29164451360702515
23,1,0.7497852444648743
23,1,0.2349957376718521
23,1,0.00011541121784830466
23,1,0.0009062393219210207
23,1,0.6216892004013062
23,1,0.0030394429340958595
23,1,0.0006621137727051973
23,1,0.6213479042053223
23,1,1.4992243450251408e-05
23,1,0.004453775938600302
23,1,0.004264031536877155
23,1,0.00021889162599109113
23,1,1.0895148308933192e-13
23,1,0.0014263542834669352
23,1,0.05894622579216957
23,1,5.011952453060076e-06
23,1,0.009752009995281696
